Case ID,Start Timestamp,Complete Timestamp,Activity,Resource,Role
1128,2011/07/24 05:19:00.000,2011/07/24 07:36:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
1128,2011/07/24 14:36:00.000,2011/07/24 14:49:00.000,Analyze Quotation comparison Map,R-790,Requester
1128,2011/07/24 14:49:00.000,2011/07/24 14:49:00.000,Choose best option,R-439,Requester
1128,2011/07/25 05:55:00.000,2011/07/25 19:17:00.000,Settle conditions with supplier,R-312,Purchasing Agent
1128,2011/07/26 09:37:00.000,2011/07/26 09:46:00.000,Create Purchase Order,R-312,Purchasing Agent
1128,2011/08/03 02:09:00.000,2011/08/03 02:25:00.000,Confirm Purchase Order,R-274,Supplier
1128,2011/08/28 16:14:00.000,2011/08/29 09:16:00.000,Deliver Goods Services,R-392,Supplier
1128,2011/08/29 16:30:00.000,2011/08/29 16:31:00.000,Release Purchase Order,R-330,Requester
1128,2011/08/30 05:54:00.000,2011/08/30 05:55:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
1128,2011/09/01 05:40:00.000,2011/09/01 05:40:00.000,Send invoice,R-543,Supplier
1128,2011/09/01 20:06:00.000,2011/09/01 20:13:00.000,Release Supplier's Invoice,R-972,Financial Manager
1128,2011/09/01 20:13:00.000,2011/09/01 20:13:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
1128,2011/09/01 20:47:00.000,2011/09/01 20:59:00.000,Pay invoice,R-752,Financial Manager
109,2011/01/13 20:50:00.000,2011/01/13 20:56:00.000,Create Purchase Requisition,R-371,Requester
109,2011/01/14 20:24:00.000,2011/01/14 20:32:00.000,Analyze Purchase Requisition,R-264,Requester Manager
107,2011/01/13 20:04:00.000,2011/01/13 20:55:00.000,Create Purchase Requisition,R-170,Requester
107,2011/01/14 07:17:00.000,2011/01/14 07:24:00.000,Analyze Purchase Requisition,R-775,Requester Manager
107,2011/01/14 07:29:00.000,2011/01/14 07:31:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
107,2011/01/16 22:29:00.000,2011/01/16 23:03:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
107,2011/01/19 03:20:00.000,2011/01/19 03:44:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
107,2011/01/19 13:08:00.000,2011/01/19 17:19:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
107,2011/01/19 23:37:00.000,2011/01/19 23:44:00.000,Analyze Quotation comparison Map,R-768,Requester
107,2011/01/19 23:44:00.000,2011/01/19 23:44:00.000,Choose best option,R-563,Requester
107,2011/01/20 02:21:00.000,2011/01/20 09:28:00.000,Settle conditions with supplier,R-594,Purchasing Agent
107,2011/01/21 10:43:00.000,2011/01/21 10:55:00.000,Create Purchase Order,R-810,Purchasing Agent
107,2011/01/22 06:37:00.000,2011/01/22 06:52:00.000,Confirm Purchase Order,R-368,Supplier
107,2011/01/22 12:22:00.000,2011/01/23 09:00:00.000,Deliver Goods Services,R-543,Supplier
107,2011/01/23 16:34:00.000,2011/01/23 16:35:00.000,Release Purchase Order,R-790,Requester
107,2011/01/24 02:43:00.000,2011/01/24 02:44:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
107,2011/01/24 10:20:00.000,2011/01/24 10:20:00.000,Send invoice,R-543,Supplier
107,2011/01/25 00:42:00.000,2011/01/25 00:47:00.000,Release Supplier's Invoice,R-972,Financial Manager
107,2011/01/25 01:13:00.000,2011/01/25 01:42:00.000,Settle dispute with supplier Financial Manager,R-752,Financial Manager
107,2011/01/25 01:42:00.000,2011/01/25 01:42:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
107,2011/01/25 02:26:00.000,2011/01/25 02:32:00.000,Pay invoice,R-752,Financial Manager
106,2011/01/13 17:11:00.000,2011/01/13 17:18:00.000,Create Purchase Requisition,R-239,Requester
106,2011/01/14 16:03:00.000,2011/01/14 16:08:00.000,Analyze Purchase Requisition,R-775,Requester Manager
106,2011/01/14 16:13:00.000,2011/01/14 16:14:00.000,Create Request for Quotation Requester Manager,R-729,Requester Manager
106,2011/01/15 02:57:00.000,2011/01/15 03:15:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
106,2011/01/15 03:59:00.000,2011/01/15 04:07:00.000,Amend Request for Quotation Requester,R-591,Requester Manager
106,2011/01/16 22:33:00.000,2011/01/16 22:56:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
104,2011/01/13 15:07:00.000,2011/01/13 15:22:00.000,Create Purchase Requisition,R-563,Requester
104,2011/01/14 12:42:00.000,2011/01/14 12:46:00.000,Analyze Purchase Requisition,R-775,Requester Manager
104,2011/01/14 12:51:00.000,2011/01/14 12:52:00.000,Create Request for Quotation Requester Manager,R-264,Requester Manager
104,2011/01/17 01:54:00.000,2011/01/17 02:22:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
103,2011/01/13 13:56:00.000,2011/01/13 14:07:00.000,Create Purchase Requisition,R-330,Requester
103,2011/01/14 13:05:00.000,2011/01/14 13:10:00.000,Analyze Purchase Requisition,R-729,Requester Manager
103,2011/01/14 13:14:00.000,2011/01/14 13:16:00.000,Create Request for Quotation Requester Manager,R-264,Requester Manager
103,2011/01/14 18:54:00.000,2011/01/14 19:13:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
103,2011/01/15 17:03:00.000,2011/01/15 17:37:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
103,2011/01/15 18:03:00.000,2011/01/15 23:01:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
103,2011/01/16 05:57:00.000,2011/01/16 06:16:00.000,Analyze Quotation comparison Map,R-439,Requester
103,2011/01/16 06:16:00.000,2011/01/16 06:16:00.000,Choose best option,R-439,Requester
103,2011/01/16 11:26:00.000,2011/01/16 21:30:00.000,Settle conditions with supplier,R-810,Purchasing Agent
103,2011/01/16 23:03:00.000,2011/01/16 23:09:00.000,Create Purchase Order,R-594,Purchasing Agent
103,2011/01/17 06:09:00.000,2011/01/17 06:35:00.000,Confirm Purchase Order,R-346,Supplier
103,2011/01/18 16:26:00.000,2011/01/19 11:15:00.000,Deliver Goods Services,R-346,Supplier
103,2011/01/19 18:57:00.000,2011/01/19 18:58:00.000,Release Purchase Order,R-763,Requester
103,2011/01/19 21:25:00.000,2011/01/19 21:26:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
103,2011/01/20 12:11:00.000,2011/01/20 12:11:00.000,Send invoice,R-543,Supplier
103,2011/01/21 02:33:00.000,2011/01/21 02:40:00.000,Release Supplier's Invoice,R-972,Financial Manager
103,2011/01/21 02:40:00.000,2011/01/21 02:40:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
103,2011/01/21 03:45:00.000,2011/01/21 03:49:00.000,Pay invoice,R-972,Financial Manager
102,2011/01/13 13:17:00.000,2011/01/13 13:26:00.000,Create Purchase Requisition,R-768,Requester
102,2011/01/13 14:13:00.000,2011/01/13 14:20:00.000,Create Request for Quotation Requester,R-439,Requester
102,2011/01/16 19:32:00.000,2011/01/16 19:48:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
102,2011/01/17 22:11:00.000,2011/01/17 22:38:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
102,2011/01/17 23:32:00.000,2011/01/18 00:38:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
102,2011/01/18 07:40:00.000,2011/01/18 07:58:00.000,Analyze Quotation comparison Map,R-439,Requester
102,2011/01/18 07:58:00.000,2011/01/18 07:58:00.000,Choose best option,R-297,Requester
102,2011/01/18 09:57:00.000,2011/01/18 21:36:00.000,Settle conditions with supplier,R-594,Purchasing Agent
102,2011/01/18 23:49:00.000,2011/01/19 00:01:00.000,Create Purchase Order,R-312,Purchasing Agent
102,2011/01/19 09:11:00.000,2011/01/19 09:41:00.000,Confirm Purchase Order,R-543,Supplier
102,2011/01/20 00:23:00.000,2011/01/20 04:04:00.000,Deliver Goods Services,R-392,Supplier
102,2011/01/20 11:38:00.000,2011/01/20 11:39:00.000,Release Purchase Order,R-239,Requester
102,2011/01/21 00:45:00.000,2011/01/21 00:46:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
102,2011/01/22 07:39:00.000,2011/01/22 07:39:00.000,Send invoice,R-543,Supplier
102,2011/01/22 21:46:00.000,2011/01/22 21:49:00.000,Release Supplier's Invoice,R-972,Financial Manager
102,2011/01/22 21:49:00.000,2011/01/22 21:49:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
102,2011/01/22 22:12:00.000,2011/01/22 22:19:00.000,Pay invoice,R-972,Financial Manager
99,2011/01/13 10:03:00.000,2011/01/13 10:44:00.000,Create Purchase Requisition,R-563,Requester
99,2011/01/13 20:19:00.000,2011/01/13 20:23:00.000,Analyze Purchase Requisition,R-729,Requester Manager
99,2011/01/13 20:26:00.000,2011/01/13 20:27:00.000,Create Request for Quotation Requester Manager,R-264,Requester Manager
99,2011/01/16 23:32:00.000,2011/01/17 00:07:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
99,2011/01/17 00:52:00.000,2011/01/17 01:06:00.000,Amend Request for Quotation Requester,R-297,Requester Manager
99,2011/01/17 02:35:00.000,2011/01/17 02:54:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
99,2011/01/17 05:37:00.000,2011/01/17 06:12:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
99,2011/01/17 06:42:00.000,2011/01/17 12:17:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
99,2011/01/17 18:51:00.000,2011/01/17 19:01:00.000,Analyze Quotation comparison Map,R-371,Requester
99,2011/01/17 19:01:00.000,2011/01/17 19:01:00.000,Choose best option,R-874,Requester
99,2011/01/17 22:39:00.000,2011/01/18 06:31:00.000,Settle conditions with supplier,R-312,Purchasing Agent
99,2011/01/18 17:50:00.000,2011/01/18 18:00:00.000,Create Purchase Order,R-810,Purchasing Agent
99,2011/01/19 00:16:00.000,2011/01/19 00:38:00.000,Confirm Purchase Order,R-392,Supplier
99,2011/01/19 10:42:00.000,2011/01/20 12:11:00.000,Deliver Goods Services,R-543,Supplier
99,2011/01/20 19:50:00.000,2011/01/20 19:51:00.000,Release Purchase Order,R-330,Requester
99,2011/01/21 10:57:00.000,2011/01/21 10:58:00.000,Approve Purchase Order for payment,R-312,Purchasing Agent
99,2011/01/22 07:30:00.000,2011/01/22 07:30:00.000,Send invoice,R-543,Supplier
99,2011/01/22 21:51:00.000,2011/01/22 21:56:00.000,Release Supplier's Invoice,R-972,Financial Manager
99,2011/01/22 21:56:00.000,2011/01/22 21:56:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
99,2011/01/22 22:43:00.000,2011/01/22 22:51:00.000,Pay invoice,R-752,Financial Manager
101,2011/01/13 12:14:00.000,2011/01/13 12:56:00.000,Create Purchase Requisition,R-170,Requester
101,2011/01/14 11:56:00.000,2011/01/14 12:00:00.000,Analyze Purchase Requisition,R-264,Requester Manager
101,2011/01/14 12:08:00.000,2011/01/14 12:11:00.000,Create Request for Quotation Requester Manager,R-264,Requester Manager
101,2011/01/17 01:11:00.000,2011/01/17 01:27:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
101,2011/01/18 23:16:00.000,2011/01/18 23:35:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
101,2011/01/19 03:44:00.000,2011/01/19 07:02:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
101,2011/01/19 13:39:00.000,2011/01/19 13:49:00.000,Analyze Quotation comparison Map,R-297,Requester
101,2011/01/19 13:49:00.000,2011/01/19 13:49:00.000,Choose best option,R-768,Requester
101,2011/01/19 22:34:00.000,2011/01/20 08:09:00.000,Settle conditions with supplier,R-810,Purchasing Agent
101,2011/01/22 01:45:00.000,2011/01/22 01:58:00.000,Create Purchase Order,R-312,Purchasing Agent
101,2011/01/22 06:52:00.000,2011/01/22 07:04:00.000,Confirm Purchase Order,R-368,Supplier
101,2011/01/25 19:54:00.000,2011/01/26 09:11:00.000,Deliver Goods Services,R-392,Supplier
101,2011/01/26 17:12:00.000,2011/01/26 17:13:00.000,Release Purchase Order,R-239,Requester
101,2011/01/27 06:18:00.000,2011/01/27 06:19:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
101,2011/01/28 07:19:00.000,2011/01/28 07:19:00.000,Send invoice,R-346,Supplier
101,2011/01/28 21:33:00.000,2011/01/28 21:39:00.000,Release Supplier's Invoice,R-752,Financial Manager
101,2011/01/28 21:39:00.000,2011/01/28 21:39:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
101,2011/01/28 22:00:00.000,2011/01/28 22:14:00.000,Pay invoice,R-972,Financial Manager
100,2011/01/13 11:42:00.000,2011/01/13 12:19:00.000,Create Purchase Requisition,R-591,Requester
100,2011/01/13 20:04:00.000,2011/01/13 20:13:00.000,Create Request for Quotation Requester,R-439,Requester
100,2011/01/16 20:31:00.000,2011/01/16 20:52:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
595,2011/03/25 12:07:00.000,2011/03/25 12:42:00.000,Create Purchase Requisition,R-763,Requester
595,2011/03/25 23:13:00.000,2011/03/25 23:18:00.000,Analyze Purchase Requisition,R-775,Requester Manager
595,2011/03/25 23:23:00.000,2011/03/25 23:25:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
595,2011/03/29 16:54:00.000,2011/03/29 17:17:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
595,2011/03/30 05:37:00.000,2011/03/30 06:04:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
595,2011/03/30 06:27:00.000,2011/03/30 10:06:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
595,2011/03/30 16:34:00.000,2011/03/30 16:56:00.000,Analyze Quotation comparison Map,R-239,Requester
595,2011/03/30 16:56:00.000,2011/03/30 16:56:00.000,Choose best option,R-371,Requester
595,2011/03/30 21:43:00.000,2011/03/31 11:02:00.000,Settle conditions with supplier,R-810,Purchasing Agent
595,2011/03/31 14:36:00.000,2011/03/31 14:48:00.000,Create Purchase Order,R-810,Purchasing Agent
595,2011/04/03 16:27:00.000,2011/04/03 16:44:00.000,Confirm Purchase Order,R-543,Supplier
595,2011/04/04 18:45:00.000,2011/04/05 04:32:00.000,Deliver Goods Services,R-392,Supplier
595,2011/04/05 11:57:00.000,2011/04/05 11:58:00.000,Release Purchase Order,R-239,Requester
595,2011/04/05 22:28:00.000,2011/04/05 22:29:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
595,2011/04/06 19:20:00.000,2011/04/06 19:20:00.000,Send invoice,R-368,Supplier
595,2011/04/07 09:36:00.000,2011/04/07 09:42:00.000,Release Supplier's Invoice,R-752,Financial Manager
595,2011/04/07 09:42:00.000,2011/04/07 09:42:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
595,2011/04/07 10:05:00.000,2011/04/07 10:17:00.000,Pay invoice,R-752,Financial Manager
98,2011/01/13 08:37:00.000,2011/01/13 09:24:00.000,Create Purchase Requisition,R-874,Requester
98,2011/01/13 21:08:00.000,2011/01/13 21:15:00.000,Analyze Purchase Requisition,R-729,Requester Manager
98,2011/01/13 21:18:00.000,2011/01/13 21:20:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
98,2011/01/16 17:39:00.000,2011/01/16 18:10:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
98,2011/01/16 18:57:00.000,2011/01/16 19:09:00.000,Amend Request for Quotation Requester,R-297,Requester Manager
98,2011/01/17 01:27:00.000,2011/01/17 01:54:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
98,2011/01/17 02:46:00.000,2011/01/17 02:57:00.000,Amend Request for Quotation Requester,R-763,Requester Manager
98,2011/01/17 04:46:00.000,2011/01/17 05:17:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
98,2011/01/18 18:45:00.000,2011/01/18 19:07:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
98,2011/01/19 00:57:00.000,2011/01/19 06:46:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
98,2011/01/19 13:37:00.000,2011/01/19 14:01:00.000,Analyze Quotation comparison Map,R-753,Requester
98,2011/01/19 14:01:00.000,2011/01/19 14:01:00.000,Choose best option,R-753,Requester
98,2011/01/21 04:42:00.000,2011/01/21 13:03:00.000,Settle conditions with supplier,R-594,Purchasing Agent
98,2011/01/22 01:32:00.000,2011/01/22 01:45:00.000,Create Purchase Order,R-312,Purchasing Agent
98,2011/01/22 06:00:00.000,2011/01/22 06:22:00.000,Confirm Purchase Order,R-368,Supplier
98,2011/01/22 14:29:00.000,2011/01/23 21:23:00.000,Deliver Goods Services,R-368,Supplier
98,2011/01/24 05:02:00.000,2011/01/24 05:03:00.000,Release Purchase Order,R-790,Requester
98,2011/01/24 11:52:00.000,2011/01/24 21:16:00.000,Settle dispute with supplier Purchasing Agent,R-312,Purchasing Agent
98,2011/01/25 04:19:00.000,2011/01/25 04:20:00.000,Release Purchase Order,R-239,Requester
98,2011/01/25 14:54:00.000,2011/01/25 14:55:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
98,2011/01/27 08:33:00.000,2011/01/27 08:33:00.000,Send invoice,R-368,Supplier
98,2011/01/27 23:02:00.000,2011/01/27 23:05:00.000,Release Supplier's Invoice,R-972,Financial Manager
98,2011/01/27 23:05:00.000,2011/01/27 23:05:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
98,2011/01/27 23:51:00.000,2011/01/28 00:02:00.000,Pay invoice,R-972,Financial Manager
1920,2011/10/09 04:59:00.000,2011/10/09 05:07:00.000,Create Purchase Requisition,R-297,Requester
1920,2011/10/10 05:15:00.000,2011/10/10 05:21:00.000,Analyze Purchase Requisition,R-775,Requester Manager
1920,2011/10/10 05:28:00.000,2011/10/10 05:30:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
1920,2011/10/11 04:00:00.000,2011/10/11 04:27:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
96,2011/01/13 02:33:00.000,2011/01/13 03:06:00.000,Create Purchase Requisition,R-371,Requester
96,2011/01/13 03:30:00.000,2011/01/13 03:41:00.000,Create Request for Quotation Requester,R-170,Requester
96,2011/01/13 07:31:00.000,2011/01/13 08:14:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
96,2011/01/13 09:11:00.000,2011/01/13 09:21:00.000,Amend Request for Quotation Requester,R-371,Requester Manager
96,2011/01/14 09:50:00.000,2011/01/14 10:21:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
96,2011/01/15 02:29:00.000,2011/01/15 02:57:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
96,2011/01/15 10:35:00.000,2011/01/15 13:24:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
96,2011/01/15 20:07:00.000,2011/01/15 20:38:00.000,Analyze Quotation comparison Map,R-790,Requester
96,2011/01/15 20:38:00.000,2011/01/15 20:38:00.000,Choose best option,R-753,Requester
96,2011/01/15 23:01:00.000,2011/01/16 08:25:00.000,Settle conditions with supplier,R-594,Purchasing Agent
96,2011/01/16 21:05:00.000,2011/01/16 21:15:00.000,Create Purchase Order,R-594,Purchasing Agent
96,2011/01/17 04:44:00.000,2011/01/17 05:01:00.000,Confirm Purchase Order,R-543,Supplier
96,2011/01/20 04:04:00.000,2011/01/20 20:29:00.000,Deliver Goods Services,R-392,Supplier
96,2011/01/21 04:17:00.000,2011/01/21 04:18:00.000,Release Purchase Order,R-790,Requester
96,2011/01/21 18:14:00.000,2011/01/21 18:15:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
96,2011/01/22 07:58:00.000,2011/01/22 07:58:00.000,Send invoice,R-368,Supplier
96,2011/01/22 22:21:00.000,2011/01/22 22:27:00.000,Release Supplier's Invoice,R-752,Financial Manager
96,2011/01/22 23:11:00.000,2011/01/22 23:28:00.000,Settle dispute with supplier Financial Manager,R-752,Financial Manager
96,2011/01/22 23:28:00.000,2011/01/22 23:28:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
96,2011/01/22 23:42:00.000,2011/01/22 23:52:00.000,Pay invoice,R-752,Financial Manager
391,2011/02/25 07:33:00.000,2011/02/25 07:59:00.000,Create Purchase Requisition,R-753,Requester
391,2011/02/25 15:27:00.000,2011/02/25 15:34:00.000,Create Request for Quotation Requester,R-790,Requester
391,2011/02/26 12:19:00.000,2011/02/26 12:48:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
596,2011/03/25 19:01:00.000,2011/03/25 19:46:00.000,Create Purchase Requisition,R-790,Requester
596,2011/03/26 05:20:00.000,2011/03/26 05:24:00.000,Analyze Purchase Requisition,R-775,Requester Manager
596,2011/03/26 05:29:00.000,2011/03/26 05:31:00.000,Create Request for Quotation Requester Manager,R-264,Requester Manager
596,2011/03/26 15:18:00.000,2011/03/26 15:49:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
596,2011/03/26 19:39:00.000,2011/03/26 19:53:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
596,2011/03/26 20:12:00.000,2011/03/27 00:14:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
596,2011/03/27 07:49:00.000,2011/03/27 08:15:00.000,Analyze Quotation comparison Map,R-330,Requester
596,2011/03/27 08:15:00.000,2011/03/27 08:15:00.000,Choose best option,R-563,Requester
596,2011/03/27 12:22:00.000,2011/03/27 18:51:00.000,Settle conditions with supplier,R-312,Purchasing Agent
596,2011/03/27 20:27:00.000,2011/03/27 20:39:00.000,Create Purchase Order,R-312,Purchasing Agent
596,2011/03/29 10:43:00.000,2011/03/29 11:09:00.000,Confirm Purchase Order,R-392,Supplier
596,2011/03/30 06:03:00.000,2011/03/30 19:14:00.000,Deliver Goods Services,R-543,Supplier
596,2011/03/31 02:53:00.000,2011/03/31 02:54:00.000,Release Purchase Order,R-297,Requester
596,2011/03/31 12:06:00.000,2011/03/31 12:07:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
596,2011/04/03 16:22:00.000,2011/04/03 16:22:00.000,Send invoice,R-543,Supplier
596,2011/04/04 06:40:00.000,2011/04/04 06:45:00.000,Release Supplier's Invoice,R-972,Financial Manager
596,2011/04/04 06:45:00.000,2011/04/04 06:45:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
596,2011/04/04 07:05:00.000,2011/04/04 07:12:00.000,Pay invoice,R-752,Financial Manager
94,2011/01/12 23:39:00.000,2011/01/12 23:55:00.000,Create Purchase Requisition,R-330,Requester
94,2011/01/13 01:49:00.000,2011/01/13 02:01:00.000,Create Request for Quotation Requester,R-874,Requester
94,2011/01/17 02:39:00.000,2011/01/17 03:11:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
94,2011/01/17 04:02:00.000,2011/01/17 04:12:00.000,Amend Request for Quotation Requester,R-563,Requester Manager
94,2011/01/17 05:29:00.000,2011/01/17 06:02:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
94,2011/01/18 18:30:00.000,2011/01/18 18:45:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
94,2011/01/18 21:37:00.000,2011/01/19 00:35:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
94,2011/01/19 06:47:00.000,2011/01/19 06:58:00.000,Analyze Quotation comparison Map,R-846,Requester
94,2011/01/19 06:58:00.000,2011/01/19 06:58:00.000,Choose best option,R-439,Requester
94,2011/01/19 11:01:00.000,2011/01/19 20:42:00.000,Settle conditions with supplier,R-594,Purchasing Agent
94,2011/01/21 18:55:00.000,2011/01/21 19:02:00.000,Create Purchase Order,R-594,Purchasing Agent
94,2011/01/22 07:02:00.000,2011/01/22 07:30:00.000,Confirm Purchase Order,R-543,Supplier
94,2011/01/24 16:37:00.000,2011/01/24 20:33:00.000,Deliver Goods Services,R-274,Supplier
94,2011/01/25 03:51:00.000,2011/01/25 03:52:00.000,Release Purchase Order,R-763,Requester
94,2011/01/25 15:45:00.000,2011/01/25 15:46:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
94,2011/01/27 07:55:00.000,2011/01/27 07:55:00.000,Send invoice,R-368,Supplier
94,2011/01/27 22:20:00.000,2011/01/27 22:24:00.000,Release Supplier's Invoice,R-752,Financial Manager
94,2011/01/27 22:24:00.000,2011/01/27 22:24:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
94,2011/01/27 22:50:00.000,2011/01/27 23:02:00.000,Pay invoice,R-972,Financial Manager
393,2011/02/25 16:55:00.000,2011/02/25 17:04:00.000,Create Purchase Requisition,R-591,Requester
393,2011/02/26 15:21:00.000,2011/02/26 15:26:00.000,Analyze Purchase Requisition,R-264,Requester Manager
393,2011/02/26 15:32:00.000,2011/02/26 15:35:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
393,2011/02/28 22:50:00.000,2011/02/28 23:14:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
393,2011/03/01 06:28:00.000,2011/03/01 06:41:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
393,2011/03/01 10:34:00.000,2011/03/01 15:42:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
393,2011/03/01 22:54:00.000,2011/03/01 23:17:00.000,Analyze Quotation comparison Map,R-563,Requester
393,2011/03/01 23:17:00.000,2011/03/01 23:17:00.000,Choose best option,R-371,Requester
393,2011/03/03 07:36:00.000,2011/03/03 17:09:00.000,Settle conditions with supplier,R-810,Purchasing Agent
393,2011/03/04 12:18:00.000,2011/03/04 12:25:00.000,Create Purchase Order,R-594,Purchasing Agent
393,2011/03/07 14:02:00.000,2011/03/07 14:10:00.000,Confirm Purchase Order,R-392,Supplier
393,2011/03/07 23:30:00.000,2011/03/09 14:59:00.000,Deliver Goods Services,R-543,Supplier
393,2011/03/09 22:32:00.000,2011/03/09 22:33:00.000,Release Purchase Order,R-330,Requester
393,2011/03/10 06:39:00.000,2011/03/10 06:40:00.000,Approve Purchase Order for payment,R-312,Purchasing Agent
393,2011/03/10 17:59:00.000,2011/03/10 17:59:00.000,Send invoice,R-392,Supplier
393,2011/03/11 08:25:00.000,2011/03/11 08:32:00.000,Release Supplier's Invoice,R-752,Financial Manager
393,2011/03/11 09:05:00.000,2011/03/11 09:19:00.000,Settle dispute with supplier Financial Manager,R-752,Financial Manager
393,2011/03/11 09:23:00.000,2011/03/11 09:23:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
393,2011/03/11 10:03:00.000,2011/03/11 10:14:00.000,Pay invoice,R-972,Financial Manager
598,2011/03/25 23:04:00.000,2011/03/25 23:32:00.000,Create Purchase Requisition,R-330,Requester
598,2011/03/26 15:24:00.000,2011/03/26 15:29:00.000,Analyze Purchase Requisition,R-264,Requester Manager
598,2011/03/26 15:35:00.000,2011/03/26 15:36:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
598,2011/03/30 04:53:00.000,2011/03/30 05:24:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
93,2011/01/12 21:44:00.000,2011/01/12 21:55:00.000,Create Purchase Requisition,R-753,Requester
93,2011/01/13 00:58:00.000,2011/01/13 01:08:00.000,Create Request for Quotation Requester,R-439,Requester
93,2011/01/16 23:14:00.000,2011/01/16 23:22:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
93,2011/01/17 00:19:00.000,2011/01/17 00:26:00.000,Amend Request for Quotation Requester,R-297,Requester Manager
93,2011/01/17 01:48:00.000,2011/01/17 02:11:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
93,2011/01/17 03:05:00.000,2011/01/17 03:18:00.000,Amend Request for Quotation Requester,R-763,Requester Manager
93,2011/01/17 05:20:00.000,2011/01/17 05:29:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
93,2011/01/18 02:25:00.000,2011/01/18 03:01:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
